frequency,monetary,avg_order_value,total_interactions,interaction_types_count,engagement_segment,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender,is_churned,will_purchase
21,713074.91,33955.9480952381,254,4,High Engagement,0,0,12,high,Bangalore,organic,18,male,0,1
0,0.0,0.0,15,4,High Engagement,1,0,0,low,Bangalore,ads,30,female,0,0
19,444874.17,23414.43,181,4,High Engagement,0,0,9,medium,Hyderabad,organic,45,female,0,1
19,495235.28,26065.014736842106,190,4,High Engagement,0,0,10,medium,Pune,referral,30,female,0,1
25,558547.03,22341.8812,324,4,High Engagement,0,0,12,medium,Bhubaneswar,ads,18,male,0,1
75,1194005.95,15920.079333333331,595,4,High Engagement,0,0,7,high,Chennai,organic,47,male,0,1
0,0.0,0.0,6,3,Medium Engagement,1,0,0,low,Jaipur,organic,42,female,0,0
75,1287104.4,17161.392,711,4,High Engagement,0,0,9,high,Hyderabad,referral,43,female,0,1
15,429622.3,28641.486666666668,139,4,High Engagement,0,0,9,medium,Delhi,ads,18,male,0,1
13,222664.3,17128.023076923077,164,4,High Engagement,0,0,12,medium,Hyderabad,organic,50,female,0,1
0,0.0,0.0,15,4,High Engagement,1,0,0,low,Ahmedabad,organic,27,female,1,0
4,35038.98,8759.745,125,4,High Engagement,0,0,31,low,Jaipur,organic,29,female,0,1
16,282995.86,17687.24125,216,4,High Engagement,0,0,13,medium,Kolkata,ads,27,female,0,1
2,39829.39,19914.695,57,4,High Engagement,0,0,28,medium,Jaipur,referral,44,female,0,1
1,2630.4,2630.4,17,4,High Engagement,0,0,17,low,Delhi,referral,33,male,0,1
12,307650.16,25637.51333333333,104,4,High Engagement,0,0,8,high,Ahmedabad,ads,39,female,0,1
1,8023.32,8023.32,48,4,High Engagement,0,0,48,medium,Kolkata,referral,35,male,0,1
23,413622.97,17983.607391304347,316,4,High Engagement,0,0,13,medium,Mumbai,ads,34,male,0,1
0,0.0,0.0,35,4,High Engagement,1,0,0,low,Delhi,organic,25,male,0,0
18,442877.59,24604.31055555556,195,4,High Engagement,0,0,10,medium,Bangalore,referral,53,male,0,1
1,4071.54,4071.54,83,4,High Engagement,0,0,83,low,Pune,organic,20,other,0,1
15,283430.31,18895.354,151,4,High Engagement,0,0,10,medium,Jaipur,organic,39,male,0,1
11,93741.24,8521.930909090908,214,4,High Engagement,0,0,19,medium,Mumbai,referral,38,female,0,1
21,334801.56,15942.931428571428,293,4,High Engagement,0,0,13,medium,Ahmedabad,organic,46,male,0,1
16,403712.77,25232.048125,261,4,High Engagement,0,0,16,medium,Mumbai,ads,48,male,0,1
11,125771.39,11433.762727272728,214,4,High Engagement,0,0,19,medium,Chennai,referral,33,female,0,1
4,43264.31,10816.0775,82,4,High Engagement,0,0,20,medium,Bhubaneswar,ads,40,male,0,1
93,1895232.6,20378.845161290323,743,4,High Engagement,0,0,7,high,Jaipur,organic,52,female,0,1
0,0.0,0.0,11,3,Medium Engagement,1,0,0,low,Bhubaneswar,organic,34,male,0,0
0,0.0,0.0,9,4,Medium Engagement,1,0,0,low,Bangalore,organic,24,female,0,0
16,396946.21,24809.138125,141,4,High Engagement,0,0,8,medium,Mumbai,ads,31,male,0,1
14,94215.48,6729.677142857143,173,4,High Engagement,0,0,12,medium,Ahmedabad,ads,21,female,0,1
79,1262643.1,15982.824050632911,804,4,High Engagement,0,0,10,high,Bangalore,ads,38,male,0,1
4,44256.09,11064.0225,67,4,High Engagement,0,0,16,medium,Bhubaneswar,ads,45,female,0,1
4,58773.45,14693.3625,58,4,High Engagement,0,0,14,low,Mumbai,ads,33,female,0,1
58,1294303.63,22315.579827586207,585,4,High Engagement,0,0,10,high,Bangalore,ads,18,male,0,1
36,1230069.18,34168.58833333333,401,4,High Engagement,0,0,11,high,Delhi,referral,45,male,0,1
0,0.0,0.0,9,3,Medium Engagement,1,0,0,low,Hyderabad,organic,18,female,0,0
10,226389.76,22638.976,175,4,High Engagement,0,0,17,medium,Pune,referral,19,female,0,1
62,1085643.79,17510.38370967742,550,4,High Engagement,0,0,8,high,Kolkata,ads,33,male,0,1
28,672114.3,24004.082142857143,342,4,High Engagement,0,0,12,medium,Delhi,organic,37,female,0,1
21,232334.11,11063.529047619048,297,4,High Engagement,0,0,14,medium,Bangalore,organic,39,female,0,1
22,467474.71,21248.850454545456,247,4,High Engagement,0,0,11,medium,Ahmedabad,organic,34,female,0,1
0,0.0,0.0,8,2,Medium Engagement,1,0,0,low,Chennai,ads,52,other,0,0
0,0.0,0.0,6,3,Medium Engagement,1,0,0,low,Hyderabad,organic,35,female,0,0
6,63328.57,10554.761666666667,148,4,High Engagement,0,0,24,medium,Kolkata,referral,45,female,0,1
0,0.0,0.0,9,4,Medium Engagement,1,0,0,low,Delhi,ads,42,female,0,0
9,138825.11,15425.012222222222,81,4,High Engagement,0,0,9,medium,Chennai,referral,22,male,0,1
9,300648.81,33405.42333333333,118,4,High Engagement,0,0,13,medium,Chennai,organic,56,female,0,1
0,0.0,0.0,18,4,High Engagement,1,0,0,low,Hyderabad,organic,29,female,0,0
1,7216.8,7216.8,14,4,Medium Engagement,0,0,14,low,Mumbai,organic,28,male,1,1
35,443782.45,12679.49857142857,308,4,High Engagement,0,0,8,high,Delhi,referral,36,male,0,1
1,89517.78,89517.78,13,4,Medium Engagement,0,0,13,low,Mumbai,organic,30,female,1,1
0,0.0,0.0,17,4,High Engagement,1,0,0,low,Jaipur,ads,27,female,0,0
0,0.0,0.0,29,4,High Engagement,1,0,0,low,Hyderabad,organic,30,male,0,0
27,444272.32,16454.53037037037,298,4,High Engagement,0,0,11,medium,Chennai,ads,49,male,0,1
1,4046.7,4046.7,19,4,High Engagement,0,0,19,low,Chennai,referral,33,female,0,1
0,0.0,0.0,8,3,Medium Engagement,1,0,0,low,Hyderabad,ads,21,female,1,0
11,260593.17,23690.28818181818,193,4,High Engagement,0,0,17,medium,Jaipur,ads,19,female,0,1
2,5384.88,2692.44,57,4,High Engagement,0,0,28,low,Pune,organic,57,female,0,1
75,1127071.44,15027.6192,687,4,High Engagement,0,0,9,high,Ahmedabad,referral,32,male,0,1
93,1675906.64,18020.501505376345,791,4,High Engagement,0,0,8,high,Pune,ads,39,female,0,1
31,598712.17,19313.295806451613,265,4,High Engagement,0,0,8,medium,Mumbai,ads,27,female,0,1
22,358235.72,16283.441818181818,204,4,High Engagement,0,0,9,medium,Hyderabad,ads,38,female,0,1
6,191238.98,31873.16333333333,154,4,High Engagement,0,0,25,medium,Ahmedabad,referral,49,male,0,1
48,854367.35,17799.31979166667,458,4,High Engagement,0,0,9,high,Pune,ads,28,male,0,1
1,21499.14,21499.14,11,4,Medium Engagement,0,0,11,low,Mumbai,ads,39,female,0,1
23,285735.63,12423.288260869564,194,4,High Engagement,0,0,8,high,Bangalore,ads,20,female,0,1
74,1691069.76,22852.29405405405,661,4,High Engagement,0,0,8,high,Bhubaneswar,organic,55,female,0,1
10,123775.93,12377.593,106,4,High Engagement,0,0,10,high,Ahmedabad,ads,37,female,0,1
30,389260.89,12975.363,329,4,High Engagement,0,0,10,medium,Kolkata,ads,30,male,0,1
0,0.0,0.0,12,4,Medium Engagement,1,0,0,low,Ahmedabad,ads,32,female,0,0
18,280507.62,15583.756666666666,269,4,High Engagement,0,0,14,medium,Mumbai,ads,29,female,0,1
2,39624.45,19812.225,36,4,High Engagement,0,0,18,low,Chennai,organic,30,female,0,1
68,1543825.09,22703.310147058823,532,4,High Engagement,0,0,7,high,Mumbai,ads,18,female,0,1
23,442968.09,19259.48217391304,238,4,High Engagement,0,0,10,medium,Delhi,referral,34,male,0,1
30,548819.24,18293.97466666667,337,4,High Engagement,0,0,11,medium,Chennai,referral,33,female,0,1
30,341449.03,11381.634333333332,339,4,High Engagement,0,0,11,medium,Mumbai,organic,39,male,0,1
25,355631.63,14225.2652,230,4,High Engagement,0,0,9,high,Pune,ads,29,other,0,1
14,117951.41,8425.100714285714,108,4,High Engagement,0,0,7,medium,Bhubaneswar,referral,27,female,0,1
12,364128.63,30344.0525,225,4,High Engagement,0,0,18,medium,Mumbai,ads,34,female,0,1
0,0.0,0.0,5,2,Medium Engagement,1,0,0,low,Pune,ads,18,other,0,0
10,192573.44,19257.344,108,4,High Engagement,0,0,10,medium,Kolkata,referral,36,male,0,1
55,869915.22,15816.640363636365,507,4,High Engagement,0,0,9,high,Delhi,ads,18,male,0,1
5,148177.56,29635.512,66,4,High Engagement,0,0,13,medium,Bangalore,ads,46,female,0,1
14,429641.11,30688.650714285715,187,4,High Engagement,0,0,13,high,Delhi,organic,41,male,0,1
3,13915.48,4638.493333333333,17,4,High Engagement,0,0,5,low,Chennai,organic,25,male,0,1
9,122240.31,13582.256666666666,147,4,High Engagement,0,0,16,medium,Bhubaneswar,organic,41,female,0,1
57,950704.9,16679.033333333333,463,4,High Engagement,0,0,8,high,Delhi,referral,36,female,0,1
3,12166.9,4055.633333333333,45,4,High Engagement,0,0,15,low,Ahmedabad,ads,24,male,0,1
15,419208.05,27947.20333333333,190,4,High Engagement,0,0,12,medium,Bangalore,ads,18,male,0,1
56,1041346.0,18595.464285714286,569,4,High Engagement,0,0,10,high,Chennai,referral,38,male,0,1
33,592661.85,17959.45,288,4,High Engagement,0,0,8,medium,Ahmedabad,ads,27,female,0,1
35,833128.22,23803.663428571428,366,4,High Engagement,0,0,10,medium,Chennai,ads,45,male,0,1
0,0.0,0.0,19,4,High Engagement,1,0,0,low,Ahmedabad,organic,35,female,0,0
1,9014.16,9014.16,18,4,High Engagement,0,0,18,low,Jaipur,referral,28,female,0,1
0,0.0,0.0,5,2,Medium Engagement,1,0,0,low,Bhubaneswar,organic,52,male,0,0
15,180390.33,12026.022,209,4,High Engagement,0,0,13,medium,Pune,organic,40,male,0,1
10,153724.48,15372.448,126,4,High Engagement,0,0,12,medium,Delhi,organic,18,female,0,1
0,0.0,0.0,11,3,Medium Engagement,1,0,0,low,Kolkata,organic,30,male,0,0
90,1422607.75,15806.752777777778,776,4,High Engagement,0,0,8,high,Ahmedabad,organic,21,female,0,1
7,203810.24,29115.74857142857,58,4,High Engagement,0,0,8,medium,Jaipur,ads,27,female,0,1
27,537620.88,19911.884444444444,338,4,High Engagement,0,0,12,medium,Bhubaneswar,organic,33,male,0,1
53,932644.46,17597.065283018866,458,4,High Engagement,0,0,8,high,Kolkata,ads,38,male,0,1
8,182998.06,22874.7575,148,4,High Engagement,0,0,18,medium,Delhi,organic,37,female,0,1
2,9757.24,4878.62,74,4,High Engagement,0,0,37,low,Jaipur,organic,45,male,0,1
0,0.0,0.0,14,4,Medium Engagement,1,0,0,low,Kolkata,ads,41,male,0,0
57,1006482.96,17657.595789473686,347,4,High Engagement,0,0,6,high,Bangalore,referral,40,male,0,1
82,1268405.26,15468.356829268292,674,4,High Engagement,0,0,8,high,Hyderabad,referral,37,female,0,1
23,476245.96,20706.34608695652,311,4,High Engagement,0,0,13,medium,Chennai,referral,47,female,0,1
0,0.0,0.0,5,2,Medium Engagement,1,0,0,low,Chennai,ads,31,male,0,0
10,230371.09,23037.109,105,4,High Engagement,0,0,10,high,Mumbai,ads,32,female,0,1
1,6053.37,6053.37,9,3,Medium Engagement,0,0,9,low,Bangalore,ads,18,male,1,1
24,299864.67,12494.36125,161,4,High Engagement,0,0,6,high,Hyderabad,ads,45,female,0,1
4,109651.94,27412.985,49,4,High Engagement,0,0,12,medium,Mumbai,organic,34,male,0,1
7,132846.67,18978.095714285715,121,4,High Engagement,0,0,17,medium,Kolkata,ads,64,male,0,1
1,900.0,900.0,34,4,High Engagement,0,0,34,low,Mumbai,organic,30,female,0,1
23,382240.08,16619.13391304348,331,4,High Engagement,0,0,14,medium,Ahmedabad,ads,35,male,0,1
24,434155.82,18089.82583333333,304,4,High Engagement,0,0,12,medium,Bangalore,ads,40,male,0,1
22,413273.31,18785.15045454545,248,4,High Engagement,0,0,11,medium,Jaipur,organic,23,female,0,1
1,2820.0,2820.0,9,3,Medium Engagement,0,0,9,low,Jaipur,organic,38,female,0,1
0,0.0,0.0,32,4,High Engagement,1,0,0,low,Hyderabad,organic,35,female,0,0
62,1182719.23,19076.116612903224,494,4,High Engagement,0,0,7,high,Delhi,referral,31,female,0,1
1,20544.03,20544.03,8,3,Medium Engagement,0,0,8,low,Jaipur,organic,46,female,0,1
6,30586.86,5097.81,63,4,High Engagement,0,0,10,medium,Bangalore,organic,25,male,0,1
83,1624113.64,19567.63421686747,747,4,High Engagement,0,0,9,high,Bhubaneswar,referral,37,male,0,1
10,170453.7,17045.37,144,4,High Engagement,0,0,14,medium,Chennai,ads,49,male,0,1
25,639915.82,25596.6328,212,4,High Engagement,0,0,8,high,Bhubaneswar,organic,27,male,0,1
0,0.0,0.0,10,4,Medium Engagement,1,0,0,low,Mumbai,organic,32,female,0,0
0,0.0,0.0,3,2,Low Engagement,1,0,0,low,Pune,organic,58,male,1,0
27,499080.76,18484.472592592592,245,4,High Engagement,0,0,9,high,Ahmedabad,organic,39,male,0,1
8,165905.43,20738.17875,78,4,High Engagement,0,0,9,medium,Pune,organic,29,male,0,1
1,2945.25,2945.25,13,3,Medium Engagement,0,0,13,low,Bangalore,ads,43,male,1,1
0,0.0,0.0,8,3,Medium Engagement,1,0,0,low,Pune,referral,29,female,1,0
26,560708.2,21565.7,268,4,High Engagement,0,0,10,medium,Bhubaneswar,ads,19,male,0,1
2,95531.12,47765.56,47,4,High Engagement,0,0,23,low,Delhi,ads,48,male,0,1
30,432399.89,14413.329666666668,345,4,High Engagement,0,0,11,medium,Bangalore,organic,23,other,0,1
5,68880.95,13776.19,85,4,High Engagement,0,0,17,medium,Chennai,organic,59,female,0,1
0,0.0,0.0,11,4,Medium Engagement,1,0,0,low,Hyderabad,referral,30,female,0,0
22,619963.43,28180.15590909091,232,4,High Engagement,0,0,10,medium,Bangalore,organic,56,female,0,1
9,91591.83,10176.87,77,4,High Engagement,0,0,8,medium,Kolkata,referral,21,female,0,1
35,460297.81,13151.366,342,4,High Engagement,0,0,9,medium,Chennai,ads,45,male,0,1
0,0.0,0.0,2,2,Low Engagement,1,0,0,low,Bangalore,referral,39,male,0,0
7,69872.04,9981.72,59,4,High Engagement,0,0,8,medium,Chennai,organic,44,male,0,1
32,554230.62,17319.706875,313,4,High Engagement,0,0,9,medium,Mumbai,ads,30,male,0,1
6,32061.84,5343.64,91,4,High Engagement,0,0,15,medium,Jaipur,ads,21,male,0,1
42,590017.11,14048.02642857143,369,4,High Engagement,0,0,8,medium,Ahmedabad,organic,34,male,0,1
19,502732.0,26459.57894736842,228,4,High Engagement,0,0,12,medium,Jaipur,referral,37,female,0,1
0,0.0,0.0,10,3,Medium Engagement,1,0,0,low,Bhubaneswar,organic,30,male,0,0
26,556667.43,21410.28576923077,312,4,High Engagement,0,0,12,medium,Hyderabad,organic,37,male,0,1
22,417175.56,18962.52545454545,293,4,High Engagement,0,0,13,medium,Jaipur,ads,38,female,0,1
46,856836.61,18626.88282608696,421,4,High Engagement,0,0,9,high,Bangalore,ads,25,female,0,1
5,96479.1,19295.82,67,4,High Engagement,0,0,13,medium,Mumbai,referral,38,female,0,1
0,0.0,0.0,7,4,Medium Engagement,1,0,0,low,Pune,ads,32,male,1,0
7,74291.09,10613.012857142858,91,4,High Engagement,0,0,13,medium,Bhubaneswar,organic,28,male,0,1
43,924220.52,21493.50046511628,283,4,High Engagement,0,0,6,high,Jaipur,ads,42,female,0,1
28,346243.13,12365.826071428572,340,4,High Engagement,0,0,12,medium,Delhi,organic,27,male,0,1
7,152955.08,21850.725714285712,76,4,High Engagement,0,0,10,medium,Hyderabad,ads,30,male,0,1
75,1246297.17,16617.2956,704,4,High Engagement,0,0,9,high,Pune,ads,35,female,0,1
14,303313.42,21665.244285714285,115,4,High Engagement,0,0,8,medium,Ahmedabad,organic,48,male,0,1
8,91461.9,11432.7375,118,4,High Engagement,0,0,14,medium,Bangalore,ads,36,male,0,1
9,296008.99,32889.88777777778,155,4,High Engagement,0,0,17,medium,Mumbai,ads,40,male,0,1
27,474456.34,17572.45703703704,272,4,High Engagement,0,0,10,medium,Chennai,ads,32,male,0,1
16,296008.53,18500.533125,218,4,High Engagement,0,0,13,medium,Jaipur,ads,34,male,0,1
3,14559.98,4853.326666666667,104,4,High Engagement,0,0,34,low,Delhi,organic,34,male,0,1
8,147605.55,18450.69375,75,4,High Engagement,0,0,9,medium,Hyderabad,organic,37,male,0,1
19,386094.47,20320.761578947368,183,4,High Engagement,0,0,9,medium,Ahmedabad,organic,32,male,0,1
15,345811.59,23054.106,115,4,High Engagement,0,0,7,medium,Jaipur,organic,48,male,0,1
24,557509.48,23229.56166666667,271,4,High Engagement,0,0,11,medium,Ahmedabad,ads,31,female,0,1
0,0.0,0.0,15,4,High Engagement,1,0,0,low,Pune,referral,18,female,1,0
21,502513.05,23929.192857142854,293,4,High Engagement,0,0,13,medium,Pune,ads,62,male,0,1
0,0.0,0.0,6,2,Medium Engagement,1,0,0,low,Bhubaneswar,ads,31,other,0,0
47,1029747.5,21909.521276595744,337,4,High Engagement,0,0,7,high,Jaipur,ads,48,female,0,1
29,488017.51,16828.19,333,4,High Engagement,0,0,11,medium,Mumbai,organic,49,female,0,1
0,0.0,0.0,3,2,Low Engagement,1,0,0,low,Hyderabad,referral,44,male,0,0
22,312150.62,14188.664545454543,251,4,High Engagement,0,0,11,medium,Chennai,referral,33,female,0,1
20,427165.38,21358.269,269,4,High Engagement,0,0,13,medium,Chennai,ads,37,female,0,1
24,446848.81,18618.700416666667,305,4,High Engagement,0,0,12,medium,Bangalore,organic,22,male,0,1
0,0.0,0.0,13,4,Medium Engagement,1,0,0,low,Bangalore,ads,54,female,1,0
86,1194297.89,13887.18476744186,668,4,High Engagement,0,0,7,high,Hyderabad,organic,26,female,0,1
0,0.0,0.0,10,3,Medium Engagement,1,0,0,low,Jaipur,ads,32,male,0,0
72,1281720.33,17801.67125,655,4,High Engagement,0,0,9,high,Jaipur,referral,35,male,0,1
2,7209.15,3604.575,18,4,High Engagement,0,0,9,low,Pune,organic,33,male,0,1
13,54543.77,4195.674615384615,144,4,High Engagement,0,0,11,medium,Delhi,referral,28,male,0,1
1,26229.06,26229.06,33,4,High Engagement,0,0,33,low,Bangalore,referral,48,male,0,1
20,300419.05,15020.9525,243,4,High Engagement,0,0,12,medium,Delhi,referral,44,female,0,1
1,2465.28,2465.28,19,4,High Engagement,0,0,19,low,Jaipur,ads,38,female,0,1
34,621689.9,18284.99705882353,243,4,High Engagement,0,0,7,high,Bangalore,organic,31,female,0,1
56,1156755.8,20656.35357142857,486,4,High Engagement,0,0,8,high,Chennai,ads,45,female,0,1
20,473449.6,23672.48,247,4,High Engagement,0,0,12,medium,Ahmedabad,ads,30,male,0,1
64,731624.46,11431.6321875,505,4,High Engagement,0,0,7,high,Bangalore,organic,50,male,0,1
90,1674192.24,18602.136,740,4,High Engagement,0,0,8,high,Jaipur,ads,36,female,0,1
2,70133.16,35066.58,30,4,High Engagement,0,0,15,low,Jaipur,ads,47,male,0,1
0,0.0,0.0,12,3,Medium Engagement,1,0,0,low,Ahmedabad,organic,33,female,1,0
22,434976.94,19771.67909090909,293,4,High Engagement,0,0,13,medium,Delhi,organic,35,male,0,1
0,0.0,0.0,9,4,Medium Engagement,1,0,0,low,Hyderabad,organic,47,female,0,0
6,314348.63,52391.43833333333,89,4,High Engagement,0,0,14,medium,Ahmedabad,ads,56,male,0,1
22,281548.73,12797.669545454544,177,4,High Engagement,0,0,8,medium,Chennai,ads,50,male,0,1
17,92291.72,5428.924705882353,251,4,High Engagement,0,0,14,medium,Mumbai,referral,40,female,0,1
32,392719.3,12272.478125,379,4,High Engagement,0,0,11,medium,Delhi,ads,37,female,0,1
18,233560.5,12975.583333333332,247,4,High Engagement,0,0,13,medium,Ahmedabad,ads,25,male,0,1
61,1399108.43,22936.203770491804,588,4,High Engagement,0,0,9,high,Jaipur,ads,38,male,0,1
46,1005144.29,21850.96282608696,314,4,High Engagement,0,0,6,high,Jaipur,organic,39,female,0,1
78,1484980.59,19038.21269230769,647,4,High Engagement,0,0,8,high,Ahmedabad,referral,18,male,0,1
0,0.0,0.0,4,2,Low Engagement,1,0,0,low,Hyderabad,referral,35,female,0,0
1,6270.72,6270.72,3,2,Low Engagement,0,0,3,low,Ahmedabad,ads,39,female,0,1
0,0.0,0.0,4,3,Low Engagement,1,0,0,low,Bangalore,ads,34,male,0,0
6,61382.73,10230.455,65,4,High Engagement,0,0,10,medium,Kolkata,organic,38,male,0,1
9,92277.29,10253.032222222222,217,4,High Engagement,0,0,24,medium,Hyderabad,ads,21,male,0,1
31,365246.6,11782.148387096771,248,4,High Engagement,0,0,8,high,Kolkata,ads,27,male,0,1
6,47359.75,7893.291666666667,49,4,High Engagement,0,0,8,medium,Delhi,ads,45,female,0,1
13,329106.48,25315.88307692308,180,4,High Engagement,0,0,13,medium,Pune,ads,35,male,0,1
1,2841.62,2841.62,26,4,High Engagement,0,0,26,low,Chennai,ads,38,male,0,1
22,246319.78,11196.353636363636,265,4,High Engagement,0,0,12,medium,Bhubaneswar,organic,29,female,0,1
27,360441.63,13349.69,243,4,High Engagement,0,0,9,high,Ahmedabad,organic,35,female,0,1
45,660630.92,14680.68711111111,453,4,High Engagement,0,0,10,high,Chennai,organic,18,female,0,1
80,1536092.31,19201.153875,566,4,High Engagement,0,0,7,high,Bhubaneswar,organic,43,female,0,1
22,247240.51,11238.205,362,4,High Engagement,0,0,16,medium,Delhi,ads,53,female,0,1
1,1855.04,1855.04,22,4,High Engagement,0,0,22,low,Delhi,ads,24,female,0,1
21,408703.17,19462.055714285714,265,4,High Engagement,0,0,12,medium,Pune,ads,25,male,0,1
0,0.0,0.0,9,4,Medium Engagement,1,0,0,low,Hyderabad,ads,39,female,0,0
30,683762.86,22792.09533333333,389,4,High Engagement,0,0,12,medium,Chennai,ads,49,male,0,1
7,77134.8,11019.257142857145,103,4,High Engagement,0,0,14,medium,Chennai,organic,34,other,0,1
61,970458.29,15909.152295081967,544,4,High Engagement,0,0,8,high,Ahmedabad,organic,22,male,0,1
0,0.0,0.0,38,4,High Engagement,1,0,0,low,Delhi,organic,32,female,0,0
1,4844.18,4844.18,29,4,High Engagement,0,0,29,low,Bhubaneswar,ads,24,female,0,1
93,1726696.06,18566.62430107527,772,4,High Engagement,0,0,8,high,Mumbai,organic,28,female,0,1
3,30620.58,10206.86,49,4,High Engagement,0,0,16,medium,Pune,organic,31,female,0,1
22,243053.03,11047.865,315,4,High Engagement,0,0,14,medium,Hyderabad,ads,25,male,0,1
10,435936.51,43593.651,100,4,High Engagement,0,0,10,medium,Jaipur,referral,27,female,0,1
0,0.0,0.0,1,1,Low Engagement,1,0,0,low,Mumbai,ads,35,male,0,0
14,226057.78,16146.984285714288,175,4,High Engagement,0,0,12,medium,Bangalore,ads,37,female,0,1
29,436433.0,15049.413793103447,304,4,High Engagement,0,0,10,medium,Kolkata,ads,20,female,0,1
24,605328.4,25222.016666666663,220,4,High Engagement,0,0,9,high,Pune,ads,38,female,0,1
83,1923616.6,23176.103614457832,652,4,High Engagement,0,0,7,high,Bhubaneswar,ads,31,male,0,1
17,251889.47,14817.027647058823,308,4,High Engagement,0,0,18,high,Mumbai,referral,42,male,0,1
18,111193.53,6177.418333333333,217,4,High Engagement,0,0,12,high,Bhubaneswar,organic,42,female,0,1
2,57506.13,28753.065,20,4,High Engagement,0,0,10,low,Ahmedabad,organic,29,male,0,1
0,0.0,0.0,13,4,Medium Engagement,1,0,0,low,Pune,organic,41,female,1,0
47,781317.48,16623.776170212765,422,4,High Engagement,0,0,8,high,Delhi,ads,26,female,0,1
46,924468.49,20097.14108695652,379,4,High Engagement,0,0,8,high,Bhubaneswar,organic,27,female,0,1
